chapter#,verse#,verse,chapter,cluster
4,124,ومن يعمل من الصٰلحٰت من ذكر او انثىٰ وهو مؤمن فاولٰئك يدخلون الجنة ولا يظلمون نقيرا,سورة النساء,32
4,125,ومن احسن دينا ممن اسلم وجهه لله وهو محسن واتبع ملة ابرٰهيم حنيفا واتخذ الله ابرٰهيم خليلا,سورة النساء,58
4,126,ولله ما في السمٰوٰت وما في الارض وكان الله بكل شيء محيطا,سورة النساء,8
4,127,ويستفتونك في النساء قل الله يفتيكم فيهن وما يتلىٰ عليكم في الكتٰب في يتٰمى النساء الٰتي لا تؤتونهن ما كتب لهن وترغبون ان تنكحوهن والمستضعفين من الولدٰن وان تقوموا لليتٰمىٰ بالقسط وما تفعلوا من خير فان الله كان به عليما,سورة النساء,8
4,128,وان امراة خافت من بعلها نشوزا او اعراضا فلا جناح عليهما ان يصلحا بينهما صلحا والصلح خير واحضرت الانفس الشح وان تحسنوا وتتقوا فان الله كان بما تعملون خبيرا,سورة النساء,17
4,129,ولن تستطيعوا ان تعدلوا بين النساء ولو حرصتم فلا تميلوا كل الميل فتذروها كالمعلقة وان تصلحوا وتتقوا فان الله كان غفورا رحيما,سورة النساء,32
4,130,وان يتفرقا يغن الله كلا من سعته وكان الله وٰسعا حكيما,سورة النساء,22
4,131,ولله ما في السمٰوٰت وما في الارض ولقد وصينا الذين اوتوا الكتٰب من قبلكم واياكم ان اتقوا الله وان تكفروا فان لله ما في السمٰوٰت وما في الارض وكان الله غنيا حميدا,سورة النساء,8
4,132,ولله ما في السمٰوٰت وما في الارض وكفىٰ بالله وكيلا,سورة النساء,8
4,133,ان يشا يذهبكم ايها الناس ويات باخرين وكان الله علىٰ ذٰلك قديرا,سورة النساء,32
4,134,من كان يريد ثواب الدنيا فعند الله ثواب الدنيا والاخرة وكان الله سميعا بصيرا,سورة النساء,32
4,135,يٰايها الذين ءامنوا كونوا قوٰمين بالقسط شهداء لله ولو علىٰ انفسكم او الوٰلدين والاقربين ان يكن غنيا او فقيرا فالله اولىٰ بهما فلا تتبعوا الهوىٰ ان تعدلوا وان تلوا او تعرضوا فان الله كان بما تعملون خبيرا,سورة النساء,30
4,136,يٰايها الذين ءامنوا ءامنوا بالله ورسوله والكتٰب الذي نزل علىٰ رسوله والكتٰب الذي انزل من قبل ومن يكفر بالله وملٰئكته وكتبه ورسله واليوم الاخر فقد ضل ضلٰلا بعيدا,سورة النساء,62
4,137,ان الذين ءامنوا ثم كفروا ثم ءامنوا ثم كفروا ثم ازدادوا كفرا لم يكن الله ليغفر لهم ولا ليهديهم سبيلا,سورة النساء,69
4,138,بشر المنٰفقين بان لهم عذابا اليما,سورة النساء,0
4,139,الذين يتخذون الكٰفرين اولياء من دون المؤمنين ايبتغون عندهم العزة فان العزة لله جميعا,سورة النساء,7
4,140,وقد نزل عليكم في الكتٰب ان اذا سمعتم ءايٰت الله يكفر بها ويستهزا بها فلا تقعدوا معهم حتىٰ يخوضوا في حديث غيره انكم اذا مثلهم ان الله جامع المنٰفقين والكٰفرين في جهنم جميعا,سورة النساء,11
4,141,الذين يتربصون بكم فان كان لكم فتح من الله قالوا الم نكن معكم وان كان للكٰفرين نصيب قالوا الم نستحوذ عليكم ونمنعكم من المؤمنين فالله يحكم بينكم يوم القيٰمة ولن يجعل الله للكٰفرين على المؤمنين سبيلا,سورة النساء,7
4,142,ان المنٰفقين يخٰدعون الله وهو خٰدعهم واذا قاموا الى الصلوٰة قاموا كسالىٰ يراءون الناس ولا يذكرون الله الا قليلا,سورة النساء,54
4,143,مذبذبين بين ذٰلك لا الىٰ هٰؤلاء ولا الىٰ هٰؤلاء ومن يضلل الله فلن تجد له سبيلا,سورة النساء,39
4,144,يٰايها الذين ءامنوا لا تتخذوا الكٰفرين اولياء من دون المؤمنين اتريدون ان تجعلوا لله عليكم سلطٰنا مبينا,سورة النساء,7
4,145,ان المنٰفقين في الدرك الاسفل من النار ولن تجد لهم نصيرا,سورة النساء,8
4,146,الا الذين تابوا واصلحوا واعتصموا بالله واخلصوا دينهم لله فاولٰئك مع المؤمنين وسوف يؤت الله المؤمنين اجرا عظيما,سورة النساء,32
4,147,ما يفعل الله بعذابكم ان شكرتم وءامنتم وكان الله شاكرا عليما,سورة النساء,32
4,148,لا يحب الله الجهر بالسوء من القول الا من ظلم وكان الله سميعا عليما,سورة النساء,32
4,149,ان تبدوا خيرا او تخفوه او تعفوا عن سوء فان الله كان عفوا قديرا,سورة النساء,30
4,150,ان الذين يكفرون بالله ورسله ويريدون ان يفرقوا بين الله ورسله ويقولون نؤمن ببعض ونكفر ببعض ويريدون ان يتخذوا بين ذٰلك سبيلا,سورة النساء,21
4,151,اولٰئك هم الكٰفرون حقا واعتدنا للكٰفرين عذابا مهينا,سورة النساء,7
4,152,والذين ءامنوا بالله ورسله ولم يفرقوا بين احد منهم اولٰئك سوف يؤتيهم اجورهم وكان الله غفورا رحيما,سورة النساء,32
4,153,يسلك اهل الكتٰب ان تنزل عليهم كتٰبا من السماء فقد سالوا موسىٰ اكبر من ذٰلك فقالوا ارنا الله جهرة فاخذتهم الصٰعقة بظلمهم ثم اتخذوا العجل من بعد ما جاءتهم البينٰت فعفونا عن ذٰلك وءاتينا موسىٰ سلطٰنا مبينا,سورة النساء,59
4,154,ورفعنا فوقهم الطور بميثٰقهم وقلنا لهم ادخلوا الباب سجدا وقلنا لهم لا تعدوا في السبت واخذنا منهم ميثٰقا غليظا,سورة النساء,43
4,155,فبما نقضهم ميثٰقهم وكفرهم بايٰت الله وقتلهم الانبياء بغير حق وقولهم قلوبنا غلف بل طبع الله عليها بكفرهم فلا يؤمنون الا قليلا,سورة النساء,43
4,156,وبكفرهم وقولهم علىٰ مريم بهتٰنا عظيما,سورة النساء,67
4,157,وقولهم انا قتلنا المسيح عيسى ابن مريم رسول الله وما قتلوه وما صلبوه ولٰكن شبه لهم وان الذين اختلفوا فيه لفي شك منه ما لهم به من علم الا اتباع الظن وما قتلوه يقينا,سورة النساء,29
4,158,بل رفعه الله اليه وكان الله عزيزا حكيما,سورة النساء,32
4,159,وان من اهل الكتٰب الا ليؤمنن به قبل موته ويوم القيٰمة يكون عليهم شهيدا,سورة النساء,40
4,160,فبظلم من الذين هادوا حرمنا عليهم طيبٰت احلت لهم وبصدهم عن سبيل الله كثيرا,سورة النساء,43
4,161,واخذهم الربوٰا وقد نهوا عنه واكلهم اموٰل الناس بالبٰطل واعتدنا للكٰفرين منهم عذابا اليما,سورة النساء,7
4,162,لٰكن الرٰسخون في العلم منهم والمؤمنون يؤمنون بما انزل اليك وما انزل من قبلك والمقيمين الصلوٰة والمؤتون الزكوٰة والمؤمنون بالله واليوم الاخر اولٰئك سنؤتيهم اجرا عظيما,سورة النساء,63
4,163,انا اوحينا اليك كما اوحينا الىٰ نوح والنبين من بعده واوحينا الىٰ ابرٰهيم واسمٰعيل واسحٰق ويعقوب والاسباط وعيسىٰ وايوب ويونس وهٰرون وسليمٰن وءاتينا داود زبورا,سورة النساء,68
4,164,ورسلا قد قصصنٰهم عليك من قبل ورسلا لم نقصصهم عليك وكلم الله موسىٰ تكليما,سورة النساء,59
4,165,رسلا مبشرين ومنذرين لئلا يكون للناس على الله حجة بعد الرسل وكان الله عزيزا حكيما,سورة النساء,32
4,166,لٰكن الله يشهد بما انزل اليك انزله بعلمه والملٰئكة يشهدون وكفىٰ بالله شهيدا,سورة النساء,46
4,167,ان الذين كفروا وصدوا عن سبيل الله قد ضلوا ضلٰلا بعيدا,سورة النساء,43
4,168,ان الذين كفروا وظلموا لم يكن الله ليغفر لهم ولا ليهديهم طريقا,سورة النساء,44
