chapter#,verse#,chapter,verse
4,94,سورة النساء,يٰايها الذين ءامنوا اذا ضربتم في سبيل الله فتبينوا ولا تقولوا لمن القىٰ اليكم السلٰم لست مؤمنا تبتغون عرض الحيوٰة الدنيا فعند الله مغانم كثيرة كذٰلك كنتم من قبل فمن الله عليكم فتبينوا ان الله كان بما تعملون خبيرا
4,95,سورة النساء,لا يستوي القٰعدون من المؤمنين غير اولي الضرر والمجٰهدون في سبيل الله باموٰلهم وانفسهم فضل الله المجٰهدين باموٰلهم وانفسهم على القٰعدين درجة وكلا وعد الله الحسنىٰ وفضل الله المجٰهدين على القٰعدين اجرا عظيما
4,96,سورة النساء,درجٰت منه ومغفرة ورحمة وكان الله غفورا رحيما
4,97,سورة النساء,ان الذين توفىٰهم الملٰئكة ظالمي انفسهم قالوا فيم كنتم قالوا كنا مستضعفين في الارض قالوا الم تكن ارض الله وٰسعة فتهاجروا فيها فاولٰئك ماوىٰهم جهنم وساءت مصيرا
4,98,سورة النساء,الا المستضعفين من الرجال والنساء والولدٰن لا يستطيعون حيلة ولا يهتدون سبيلا
4,99,سورة النساء,فاولٰئك عسى الله ان يعفو عنهم وكان الله عفوا غفورا
4,100,سورة النساء,ومن يهاجر في سبيل الله يجد في الارض مرٰغما كثيرا وسعة ومن يخرج من بيته مهاجرا الى الله ورسوله ثم يدركه الموت فقد وقع اجره على الله وكان الله غفورا رحيما
4,101,سورة النساء,واذا ضربتم في الارض فليس عليكم جناح ان تقصروا من الصلوٰة ان خفتم ان يفتنكم الذين كفروا ان الكٰفرين كانوا لكم عدوا مبينا
4,102,سورة النساء,واذا كنت فيهم فاقمت لهم الصلوٰة فلتقم طائفة منهم معك ولياخذوا اسلحتهم فاذا سجدوا فليكونوا من ورائكم ولتات طائفة اخرىٰ لم يصلوا فليصلوا معك ولياخذوا حذرهم واسلحتهم ود الذين كفروا لو تغفلون عن اسلحتكم وامتعتكم فيميلون عليكم ميلة وٰحدة ولا جناح عليكم ان كان بكم اذى من مطر او كنتم مرضىٰ ان تضعوا اسلحتكم وخذوا حذركم ان الله اعد للكٰفرين عذابا مهينا
4,103,سورة النساء,فاذا قضيتم الصلوٰة فاذكروا الله قيٰما وقعودا وعلىٰ جنوبكم فاذا اطماننتم فاقيموا الصلوٰة ان الصلوٰة كانت على المؤمنين كتٰبا موقوتا
4,104,سورة النساء,ولا تهنوا في ابتغاء القوم ان تكونوا تالمون فانهم يالمون كما تالمون وترجون من الله ما لا يرجون وكان الله عليما حكيما
4,105,سورة النساء,انا انزلنا اليك الكتٰب بالحق لتحكم بين الناس بما ارىٰك الله ولا تكن للخائنين خصيما
4,106,سورة النساء,واستغفر الله ان الله كان غفورا رحيما
4,107,سورة النساء,ولا تجٰدل عن الذين يختانون انفسهم ان الله لا يحب من كان خوانا اثيما
4,108,سورة النساء,يستخفون من الناس ولا يستخفون من الله وهو معهم اذ يبيتون ما لا يرضىٰ من القول وكان الله بما يعملون محيطا
4,109,سورة النساء,هٰانتم هٰؤلاء جٰدلتم عنهم في الحيوٰة الدنيا فمن يجٰدل الله عنهم يوم القيٰمة ام من يكون عليهم وكيلا
4,110,سورة النساء,ومن يعمل سوءا او يظلم نفسه ثم يستغفر الله يجد الله غفورا رحيما
4,111,سورة النساء,ومن يكسب اثما فانما يكسبه علىٰ نفسه وكان الله عليما حكيما
4,112,سورة النساء,ومن يكسب خطية او اثما ثم يرم به بريا فقد احتمل بهتٰنا واثما مبينا
4,113,سورة النساء,ولولا فضل الله عليك ورحمته لهمت طائفة منهم ان يضلوك وما يضلون الا انفسهم وما يضرونك من شيء وانزل الله عليك الكتٰب والحكمة وعلمك ما لم تكن تعلم وكان فضل الله عليك عظيما
4,114,سورة النساء,لا خير في كثير من نجوىٰهم الا من امر بصدقة او معروف او اصلٰح بين الناس ومن يفعل ذٰلك ابتغاء مرضات الله فسوف نؤتيه اجرا عظيما
4,115,سورة النساء,ومن يشاقق الرسول من بعد ما تبين له الهدىٰ ويتبع غير سبيل المؤمنين نوله ما تولىٰ ونصله جهنم وساءت مصيرا
4,116,سورة النساء,ان الله لا يغفر ان يشرك به ويغفر ما دون ذٰلك لمن يشاء ومن يشرك بالله فقد ضل ضلٰلا بعيدا
4,117,سورة النساء,ان يدعون من دونه الا انٰثا وان يدعون الا شيطٰنا مريدا
4,118,سورة النساء,لعنه الله وقال لاتخذن من عبادك نصيبا مفروضا
4,119,سورة النساء,ولاضلنهم ولامنينهم ولامرنهم فليبتكن ءاذان الانعٰم ولامرنهم فليغيرن خلق الله ومن يتخذ الشيطٰن وليا من دون الله فقد خسر خسرانا مبينا
4,120,سورة النساء,يعدهم ويمنيهم وما يعدهم الشيطٰن الا غرورا
4,121,سورة النساء,اولٰئك ماوىٰهم جهنم ولا يجدون عنها محيصا
4,122,سورة النساء,والذين ءامنوا وعملوا الصٰلحٰت سندخلهم جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا وعد الله حقا ومن اصدق من الله قيلا
4,123,سورة النساء,ليس بامانيكم ولا اماني اهل الكتٰب من يعمل سوءا يجز به ولا يجد له من دون الله وليا ولا نصيرا
4,124,سورة النساء,ومن يعمل من الصٰلحٰت من ذكر او انثىٰ وهو مؤمن فاولٰئك يدخلون الجنة ولا يظلمون نقيرا
4,125,سورة النساء,ومن احسن دينا ممن اسلم وجهه لله وهو محسن واتبع ملة ابرٰهيم حنيفا واتخذ الله ابرٰهيم خليلا
4,126,سورة النساء,ولله ما في السمٰوٰت وما في الارض وكان الله بكل شيء محيطا
4,127,سورة النساء,ويستفتونك في النساء قل الله يفتيكم فيهن وما يتلىٰ عليكم في الكتٰب في يتٰمى النساء الٰتي لا تؤتونهن ما كتب لهن وترغبون ان تنكحوهن والمستضعفين من الولدٰن وان تقوموا لليتٰمىٰ بالقسط وما تفعلوا من خير فان الله كان به عليما
4,128,سورة النساء,وان امراة خافت من بعلها نشوزا او اعراضا فلا جناح عليهما ان يصلحا بينهما صلحا والصلح خير واحضرت الانفس الشح وان تحسنوا وتتقوا فان الله كان بما تعملون خبيرا
4,129,سورة النساء,ولن تستطيعوا ان تعدلوا بين النساء ولو حرصتم فلا تميلوا كل الميل فتذروها كالمعلقة وان تصلحوا وتتقوا فان الله كان غفورا رحيما
4,130,سورة النساء,وان يتفرقا يغن الله كلا من سعته وكان الله وٰسعا حكيما
4,131,سورة النساء,ولله ما في السمٰوٰت وما في الارض ولقد وصينا الذين اوتوا الكتٰب من قبلكم واياكم ان اتقوا الله وان تكفروا فان لله ما في السمٰوٰت وما في الارض وكان الله غنيا حميدا
4,132,سورة النساء,ولله ما في السمٰوٰت وما في الارض وكفىٰ بالله وكيلا
4,133,سورة النساء,ان يشا يذهبكم ايها الناس ويات باخرين وكان الله علىٰ ذٰلك قديرا
4,134,سورة النساء,من كان يريد ثواب الدنيا فعند الله ثواب الدنيا والاخرة وكان الله سميعا بصيرا
4,135,سورة النساء,يٰايها الذين ءامنوا كونوا قوٰمين بالقسط شهداء لله ولو علىٰ انفسكم او الوٰلدين والاقربين ان يكن غنيا او فقيرا فالله اولىٰ بهما فلا تتبعوا الهوىٰ ان تعدلوا وان تلوا او تعرضوا فان الله كان بما تعملون خبيرا
4,136,سورة النساء,يٰايها الذين ءامنوا ءامنوا بالله ورسوله والكتٰب الذي نزل علىٰ رسوله والكتٰب الذي انزل من قبل ومن يكفر بالله وملٰئكته وكتبه ورسله واليوم الاخر فقد ضل ضلٰلا بعيدا
